id,begin_date,end_date,type,paperless_billing,payment_method,monthly_charges,total_charges,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,gender,senior_citizen,partner,dependents,multiple_lines,target
8987,2018-12-01,,Month-to-month,Yes,Electronic check,95.6,1273.3,Fiber optic,No,No,No,No,Yes,Yes,Male,1,No,No,Yes,0
8989,2016-09-01,,Two year,Yes,Mailed check,19.85,810.45,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
8991,2018-03-01,,One year,No,Credit card (automatic),81.85,1810.85,Fiber optic,Yes,No,No,No,No,No,Female,0,Yes,Yes,Yes,0
7047,2016-04-01,,One year,No,Electronic check,100.25,4753.85,Fiber optic,No,No,No,Yes,Yes,Yes,Female,1,Yes,No,Yes,0
7050,2015-04-01,,Month-to-month,Yes,Electronic check,98.9,5780.7,Fiber optic,No,Yes,No,No,Yes,Yes,Male,1,Yes,No,Yes,0
7051,2014-02-01,,Two year,Yes,Credit card (automatic),97.7,6869.7,Fiber optic,No,Yes,No,No,Yes,Yes,Female,0,Yes,No,Yes,0
7054,2017-06-01,2019-12-01,Month-to-month,Yes,Electronic check,40.3,1172.95,DSL,No,No,Yes,No,Yes,No,Female,1,No,No,No,1
7055,2019-03-01,,Month-to-month,No,Bank transfer (automatic),60.25,662.95,DSL,Yes,Yes,No,No,No,No,Male,1,No,No,Yes,0
7057,2017-04-01,,Month-to-month,Yes,Electronic check,56.25,1765.95,DSL,No,Yes,Yes,No,Yes,Yes,Female,1,No,No,No,0
7059,2015-08-01,,Two year,No,Bank transfer (automatic),46.2,2431.95,DSL,Yes,Yes,No,No,No,Yes,Male,0,No,No,No,0
7061,2019-10-01,2020-01-01,Month-to-month,Yes,Electronic check,50.6,155.35,DSL,No,Yes,No,No,Yes,Yes,Female,0,No,No,No,1
7063,2014-02-01,,Two year,No,Mailed check,24.9,1859.2,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,Yes,0
7065,2016-08-01,2019-12-01,Month-to-month,Yes,Electronic check,84.85,3303.05,Fiber optic,No,No,Yes,Yes,No,No,Female,0,Yes,Yes,Yes,1
7067,2019-11-01,2020-01-01,Month-to-month,No,Mailed check,65.7,134.35,DSL,No,No,No,No,Yes,Yes,Female,0,Yes,Yes,No,1
7069,2015-08-01,,Two year,No,Credit card (automatic),63.35,3409.1,DSL,No,No,Yes,No,No,Yes,Male,0,Yes,Yes,Yes,0
7071,2018-12-01,,Month-to-month,No,Bank transfer (automatic),50.1,709.5,DSL,Yes,No,No,No,No,No,Female,0,No,No,No,0
7073,2019-11-01,2019-12-01,Month-to-month,No,Electronic check,70.5,70.5,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,1
7075,2019-03-01,2020-01-01,Month-to-month,Yes,Electronic check,94.85,953.45,Fiber optic,No,Yes,Yes,No,No,Yes,Female,0,No,No,Yes,1
7077,2020-01-01,,Month-to-month,No,Electronic check,50.15,50.15,DSL,Yes,No,No,No,No,No,Female,0,No,No,No,0
7079,2019-11-01,2019-12-01,Month-to-month,No,Mailed check,19.75,19.75,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,1
7081,2015-06-01,,One year,Yes,Bank transfer (automatic),64.65,3665.55,DSL,Yes,Yes,No,Yes,No,No,Male,0,No,No,Yes,0
7083,2014-06-01,,Two year,Yes,Bank transfer (automatic),79.6,5515.8,DSL,Yes,Yes,No,Yes,Yes,Yes,Female,0,Yes,No,No,0
7085,2018-12-01,,One year,Yes,Mailed check,19.5,272.0,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
7087,2014-06-01,,Two year,Yes,Electronic check,99.55,6668.0,Fiber optic,Yes,No,No,Yes,Yes,Yes,Male,0,Yes,Yes,No,0
7089,2015-07-01,,Month-to-month,Yes,Electronic check,74.0,4052.4,Fiber optic,No,No,No,No,No,No,Male,1,Yes,No,Yes,0
7091,2018-10-01,,Month-to-month,Yes,Electronic check,38.9,664.4,DSL,Yes,No,No,No,Yes,No,Female,0,No,No,No,0
7093,2019-05-01,,Month-to-month,Yes,Electronic check,79.55,718.55,Fiber optic,No,No,No,No,No,Yes,Male,1,No,No,No,0
7095,2018-09-01,2019-11-01,Month-to-month,Yes,Electronic check,65.45,937.6,DSL,Yes,Yes,No,No,Yes,No,Male,0,Yes,Yes,No,1
7097,2015-02-01,2019-12-01,Month-to-month,Yes,Electronic check,98.7,5812.6,Fiber optic,No,No,Yes,No,Yes,Yes,Male,1,Yes,No,Yes,1
7099,2015-09-01,,Month-to-month,Yes,Bank transfer (automatic),46.3,2546.85,DSL,Yes,Yes,No,No,No,Yes,Male,0,No,No,No,0
7102,2014-04-01,,Two year,Yes,Credit card (automatic),99.35,6944.5,Fiber optic,Yes,Yes,Yes,No,Yes,No,Male,0,Yes,No,Yes,0
7104,2018-12-01,,Month-to-month,Yes,Electronic check,95.8,1346.3,Fiber optic,No,No,No,No,Yes,Yes,Female,1,Yes,Yes,Yes,0
7106,2018-02-01,2019-12-01,One year,Yes,Bank transfer (automatic),67.5,1544.05,DSL,Yes,No,Yes,Yes,Yes,No,Male,0,Yes,Yes,No,1
7108,2019-04-01,,Month-to-month,Yes,Credit card (automatic),78.15,765.15,Fiber optic,Yes,No,No,No,No,No,Female,0,Yes,No,Yes,0
7109,2017-09-01,,Two year,No,Mailed check,26.1,692.55,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,Yes,0
7111,2019-12-01,2020-01-01,Month-to-month,Yes,Electronic check,69.6,69.6,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,1
7114,2015-10-01,2019-11-01,One year,No,Electronic check,84.35,4059.35,DSL,Yes,No,Yes,Yes,Yes,Yes,Male,0,Yes,No,Yes,1
7116,2014-05-01,2020-01-01,Month-to-month,Yes,Electronic check,100.2,6851.65,Fiber optic,No,Yes,No,No,Yes,Yes,Female,1,Yes,No,Yes,1
7118,2019-12-01,2020-01-01,Month-to-month,No,Electronic check,78.05,78.05,Fiber optic,No,No,No,No,Yes,No,Female,0,No,No,No,1
7120,2017-08-01,,One year,Yes,Credit card (automatic),40.35,1187.05,DSL,No,No,No,Yes,No,Yes,Female,0,No,No,No,0
7123,2014-02-01,,Two year,No,Credit card (automatic),79.2,5401.9,DSL,Yes,Yes,Yes,Yes,Yes,No,Female,0,Yes,No,Yes,0
7125,2019-04-01,,Month-to-month,Yes,Mailed check,20.9,247.0,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
7127,2019-03-01,2019-10-01,Month-to-month,No,Electronic check,73.6,520.0,Fiber optic,No,No,No,No,No,No,Male,0,No,No,Yes,1
7129,2019-03-01,2019-12-01,Month-to-month,Yes,Electronic check,74.75,706.6,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,1
7131,2020-01-01,,Month-to-month,No,Mailed check,49.9,49.9,DSL,Yes,No,No,No,No,No,Female,0,No,Yes,No,0
7133,2018-06-01,,Month-to-month,Yes,Credit card (automatic),68.9,1370.35,DSL,No,Yes,No,Yes,No,Yes,Female,0,No,No,Yes,0
7135,2020-01-01,,Month-to-month,Yes,Mailed check,20.25,20.25,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
7137,2017-09-01,,Month-to-month,Yes,Credit card (automatic),76.0,2215.25,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,0
7139,2015-03-01,,Two year,No,Electronic check,24.45,1493.1,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,0
7140,2020-01-01,,Month-to-month,No,Electronic check,74.0,74.0,Fiber optic,No,No,No,Yes,No,No,Male,0,No,No,No,0
7142,2019-11-01,,Month-to-month,Yes,Mailed check,82.3,214.4,Fiber optic,Yes,No,No,Yes,No,No,Male,0,No,No,No,0
7144,2018-06-01,,Month-to-month,Yes,Bank transfer (automatic),89.4,1871.15,Fiber optic,Yes,No,Yes,No,Yes,No,Female,0,No,No,No,0
7146,2014-10-01,,Month-to-month,Yes,Credit card (automatic),99.15,6171.2,Fiber optic,No,Yes,No,Yes,Yes,Yes,Male,0,No,Yes,No,0
7148,2019-11-01,2019-12-01,Month-to-month,Yes,Mailed check,20.2,20.2,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,1
7150,2019-08-01,,Month-to-month,No,Bank transfer (automatic),29.45,161.45,DSL,Yes,No,No,No,No,No,Female,0,No,No,No,0
7152,2015-12-01,,Two year,No,Electronic check,19.8,1013.2,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,No,0
7154,2019-08-01,,Month-to-month,Yes,Bank transfer (automatic),59.15,336.7,DSL,Yes,No,No,No,No,Yes,Male,0,No,No,No,0
7156,2019-07-01,,Month-to-month,No,Electronic check,44.75,333.65,DSL,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
7158,2014-02-01,,Two year,Yes,Credit card (automatic),90.8,6511.8,Fiber optic,No,No,Yes,No,No,Yes,Male,0,Yes,Yes,Yes,0
7160,2019-06-01,,Month-to-month,Yes,Bank transfer (automatic),49.55,393.45,DSL,No,Yes,No,No,No,No,Male,0,Yes,No,No,0
7162,2014-07-01,,Two year,No,Credit card (automatic),106.7,7009.5,Fiber optic,Yes,No,No,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0
7164,2017-12-01,2019-12-01,Month-to-month,Yes,Electronic check,93.55,2264.05,Fiber optic,No,No,No,No,Yes,Yes,Female,1,Yes,No,Yes,1
7166,2014-02-01,,Two year,Yes,Credit card (automatic),94.45,6921.7,Fiber optic,Yes,Yes,No,No,No,Yes,Female,0,Yes,No,Yes,0
7168,2017-05-01,,One year,Yes,Bank transfer (automatic),19.45,600.25,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
7170,2019-08-01,2019-10-01,Month-to-month,Yes,Electronic check,25.05,56.35,DSL,No,No,No,No,No,No,Male,0,No,No,No,1
7172,2014-04-01,,Two year,No,Mailed check,67.95,4664.15,DSL,Yes,Yes,No,Yes,No,Yes,Male,0,Yes,No,No,0
7174,2018-04-01,,One year,No,Bank transfer (automatic),65.25,1441.8,DSL,No,Yes,Yes,No,Yes,No,Female,0,No,No,No,0
7176,2015-03-01,,Month-to-month,Yes,Bank transfer (automatic),99.45,5623.7,Fiber optic,Yes,Yes,Yes,No,No,Yes,Female,0,No,No,Yes,0
7178,2017-02-01,,One year,Yes,Credit card (automatic),20.35,695.85,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
7180,2015-11-01,,Two year,No,Mailed check,19.95,1028.75,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
7182,2015-09-01,,One year,No,Bank transfer (automatic),77.4,4155.95,DSL,Yes,No,Yes,Yes,Yes,No,Male,0,Yes,No,Yes,0
7184,2018-06-01,,One year,No,Bank transfer (automatic),19.7,395.6,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
7186,2014-11-01,,Two year,No,Credit card (automatic),99.7,6330.4,Fiber optic,Yes,No,Yes,No,Yes,Yes,Male,0,Yes,No,No,0
7188,2016-10-01,,Month-to-month,No,Credit card (automatic),74.8,2971.7,Fiber optic,No,Yes,No,No,No,No,Female,0,No,No,No,0
7190,2017-03-01,,One year,Yes,Mailed check,19.15,638.0,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
7192,2017-12-01,,One year,No,Bank transfer (automatic),78.95,2034.25,Fiber optic,No,No,No,No,No,Yes,Male,0,Yes,Yes,No,0
7194,2017-09-01,2019-12-01,Month-to-month,Yes,Electronic check,95.55,2510.2,Fiber optic,No,Yes,Yes,No,No,Yes,Male,1,Yes,No,Yes,1
7196,2015-09-01,,One year,No,Credit card (automatic),62.85,3419.5,DSL,Yes,Yes,No,Yes,No,No,Male,0,No,Yes,No,0
7198,2017-04-01,,Month-to-month,No,Credit card (automatic),71.55,2427.35,Fiber optic,No,No,No,No,No,No,Male,1,Yes,No,No,0
7200,2018-07-01,,Month-to-month,Yes,Electronic check,94.95,1760.25,Fiber optic,No,No,No,No,Yes,Yes,Female,1,Yes,No,Yes,0
7202,2016-07-01,,Month-to-month,Yes,Credit card (automatic),86.1,3551.65,Fiber optic,Yes,Yes,Yes,No,No,No,Male,0,Yes,No,No,0
7204,2019-08-01,,Month-to-month,No,Mailed check,19.55,122.9,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
7206,2015-06-01,,Two year,Yes,Mailed check,24.8,1424.2,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,Yes,0
7208,2015-01-01,2019-10-01,Month-to-month,Yes,Electronic check,39.3,2111.45,DSL,No,Yes,No,No,Yes,No,Male,0,No,No,No,1
7210,2017-04-01,,Month-to-month,Yes,Mailed check,84.05,2909.95,Fiber optic,No,No,Yes,No,Yes,No,Male,0,Yes,Yes,No,0
7212,2019-04-01,,Month-to-month,No,Electronic check,36.25,374.0,DSL,No,Yes,No,Yes,No,No,Female,0,No,No,No,0
7214,2019-12-01,2020-01-01,Month-to-month,Yes,Mailed check,20.25,20.25,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,1
7216,2018-11-01,2019-12-01,Month-to-month,Yes,Electronic check,23.9,300.8,DSL,No,No,No,No,No,No,Female,0,No,No,No,1
7218,2015-06-01,,Month-to-month,No,Electronic check,98.6,5581.05,Fiber optic,No,Yes,No,No,Yes,Yes,Male,0,No,No,Yes,0
7220,2015-07-01,,Month-to-month,Yes,Credit card (automatic),103.65,5676.65,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,0,Yes,No,Yes,0
7222,2017-02-01,,Two year,Yes,Credit card (automatic),92.9,3379.25,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0
7224,2016-03-01,,One year,No,Bank transfer (automatic),19.9,942.95,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,No,0
7226,2019-02-01,,Month-to-month,Yes,Credit card (automatic),20.1,232.4,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
7228,2019-10-01,2019-11-01,Month-to-month,Yes,Electronic check,85.45,85.45,Fiber optic,No,No,Yes,No,Yes,No,Female,0,No,No,No,1
7230,2018-02-01,,Month-to-month,Yes,Electronic check,80.5,2088.45,Fiber optic,No,Yes,No,No,No,No,Male,1,No,No,Yes,0
7232,2014-10-01,2020-01-01,One year,No,Bank transfer (automatic),99.9,6137.0,Fiber optic,No,Yes,No,No,Yes,Yes,Female,0,No,No,Yes,1
7234,2017-03-01,,Month-to-month,Yes,Electronic check,39.85,1434.6,DSL,No,No,Yes,No,Yes,No,Female,1,No,No,No,0
7236,2014-07-01,,One year,No,Credit card (automatic),60.5,3870.0,DSL,Yes,Yes,No,Yes,No,No,Female,0,No,No,No,0
7238,2017-09-01,2019-10-01,Month-to-month,Yes,Electronic check,84.8,2043.45,Fiber optic,No,No,No,No,No,Yes,Male,0,No,No,Yes,1
7240,2018-05-01,,Month-to-month,No,Mailed check,103.85,2215.0,Fiber optic,Yes,No,Yes,No,Yes,Yes,Male,0,No,No,Yes,0
7242,2019-01-01,,Month-to-month,No,Bank transfer (automatic),67.8,842.25,DSL,Yes,Yes,No,Yes,No,Yes,Female,0,No,No,No,0
7244,2017-02-01,2020-01-01,Month-to-month,Yes,Electronic check,75.2,2576.2,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,Yes,1
7246,2014-03-01,,Two year,No,Bank transfer (automatic),24.85,1901.0,Fiber optic,No,No,No,No,No,No,Male,1,Yes,No,Yes,0
7248,2017-09-01,,Month-to-month,No,Credit card (automatic),19.35,601.6,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
7250,2014-02-01,2020-01-01,Two year,No,Electronic check,49.35,3515.25,DSL,No,Yes,No,No,Yes,Yes,Male,0,Yes,No,No,1
7252,2019-07-01,,Month-to-month,Yes,Electronic check,89.0,605.45,Fiber optic,No,No,No,No,Yes,Yes,Male,1,Yes,No,No,0
7254,2015-05-01,,Month-to-month,Yes,Electronic check,55.0,3094.05,DSL,No,Yes,Yes,No,Yes,Yes,Female,1,No,No,No,0
7256,2014-09-01,,Two year,No,Bank transfer (automatic),76.15,4929.55,DSL,Yes,No,Yes,Yes,No,Yes,Male,0,Yes,No,Yes,0
7258,2017-11-01,,One year,No,Mailed check,20.3,595.05,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
7260,2019-05-01,2019-11-01,Month-to-month,Yes,Electronic check,74.9,469.8,Fiber optic,No,No,No,No,No,No,Male,0,No,No,Yes,1
7262,2014-02-01,,Two year,Yes,Credit card (automatic),117.35,8436.25,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,1,No,No,Yes,0
7264,2020-01-01,,Month-to-month,Yes,Mailed check,19.75,19.75,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
7266,2019-03-01,,Month-to-month,No,Credit card (automatic),45.2,492.0,DSL,No,No,No,No,No,No,Male,0,No,No,No,0
7268,2016-11-01,,Two year,No,Mailed check,25.2,987.95,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,0
7270,2015-03-01,,Month-to-month,Yes,Electronic check,89.75,5496.9,Fiber optic,Yes,Yes,Yes,No,No,No,Female,1,No,No,Yes,0
7272,2017-12-01,,One year,No,Bank transfer (automatic),75.0,1908.35,DSL,Yes,No,No,Yes,Yes,Yes,Male,0,No,No,No,0
7274,2019-12-01,,Month-to-month,No,Mailed check,49.95,107.1,DSL,No,No,Yes,No,No,No,Male,1,No,No,No,0
7276,2014-02-01,,Two year,No,Bank transfer (automatic),65.7,4575.35,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,No,0
7278,2014-09-01,,One year,No,Credit card (automatic),67.05,4309.55,DSL,Yes,Yes,Yes,No,No,No,Male,0,Yes,No,Yes,0
7280,2014-02-01,,Two year,No,Credit card (automatic),110.9,7922.75,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,0
7282,2019-08-01,,Month-to-month,Yes,Bank transfer (automatic),87.95,522.35,Fiber optic,No,No,No,Yes,No,Yes,Male,0,No,No,Yes,0
7284,2017-06-01,,One year,No,Credit card (automatic),19.8,587.7,Fiber optic,No,No,No,No,No,No,Male,1,No,No,No,0
7286,2015-12-01,,One year,No,Bank transfer (automatic),75.7,3876.2,DSL,No,No,Yes,No,Yes,Yes,Female,0,Yes,No,Yes,0
7288,2015-01-01,,Two year,Yes,Mailed check,62.15,3778.85,DSL,Yes,No,Yes,Yes,Yes,Yes,Male,0,Yes,No,No,0
7290,2018-10-01,2020-01-01,Month-to-month,Yes,Electronic check,101.25,1457.25,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,0,No,No,No,1
7292,2014-02-01,,Two year,No,Bank transfer (automatic),115.15,8349.45,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,No,Yes,0
7294,2019-01-01,2019-10-01,Month-to-month,Yes,Mailed check,18.95,185.6,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,1
7296,2020-01-01,,Month-to-month,No,Mailed check,19.5,19.5,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
7298,2019-02-01,,Month-to-month,Yes,Electronic check,86.55,1066.9,Fiber optic,No,No,No,No,No,Yes,Female,0,No,No,Yes,0
7300,2016-10-01,2019-11-01,Month-to-month,No,Credit card (automatic),28.6,973.55,DSL,No,No,No,Yes,No,No,Female,0,No,No,No,1
7302,2015-01-01,,One year,No,Mailed check,20.4,1226.45,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
7304,2018-08-01,,One year,No,Bank transfer (automatic),19.8,342.3,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
7306,2018-05-01,,Month-to-month,No,Mailed check,45.65,985.05,DSL,No,No,No,No,No,No,Male,0,No,Yes,No,0
7308,2014-06-01,,Two year,Yes,Mailed check,56.4,3948.45,DSL,Yes,Yes,Yes,Yes,No,Yes,Male,0,Yes,Yes,No,0
7310,2019-02-01,,Month-to-month,Yes,Credit card (automatic),73.3,828.05,Fiber optic,No,No,No,No,No,No,Male,1,No,No,Yes,0
7312,2019-11-01,2020-01-01,Month-to-month,No,Electronic check,24.35,41.85,DSL,No,No,No,No,No,No,Female,1,No,No,No,1
7314,2014-12-01,,Month-to-month,Yes,Electronic check,101.35,6164.7,Fiber optic,No,No,Yes,No,Yes,Yes,Female,0,Yes,No,Yes,0
7316,2017-08-01,2020-01-01,Month-to-month,No,Electronic check,98.65,2862.75,Fiber optic,No,No,No,Yes,Yes,Yes,Female,1,No,No,Yes,1
7318,2020-01-01,,Month-to-month,No,Mailed check,33.6,33.6,DSL,No,Yes,No,Yes,No,No,Male,0,No,Yes,No,0
7320,2019-05-01,2019-10-01,Month-to-month,Yes,Bank transfer (automatic),79.9,343.95,Fiber optic,No,No,Yes,No,No,No,Male,1,Yes,No,Yes,1
7322,2020-01-01,,Month-to-month,No,Electronic check,20.7,20.7,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
7324,2014-12-01,,Two year,Yes,Electronic check,104.05,6590.5,Fiber optic,No,No,Yes,Yes,Yes,Yes,Male,0,No,Yes,Yes,0
7326,2017-02-01,,Two year,No,Bank transfer (automatic),20.25,717.95,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
7328,2017-08-01,2019-12-01,Month-to-month,Yes,Electronic check,103.3,2890.65,Fiber optic,No,No,Yes,Yes,Yes,Yes,Female,1,No,No,Yes,1
7330,2014-05-01,,One year,No,Credit card (automatic),73.7,4885.85,DSL,Yes,Yes,No,Yes,Yes,No,Female,0,Yes,Yes,Yes,0
7332,2018-12-01,2019-11-01,Month-to-month,Yes,Credit card (automatic),96.2,1222.05,Fiber optic,Yes,No,No,Yes,Yes,No,Female,0,Yes,No,Yes,1
7334,2014-11-01,,Month-to-month,Yes,Electronic check,108.75,6871.7,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,0
7336,2018-03-01,,One year,No,Bank transfer (automatic),20.15,405.6,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
7338,2019-04-01,,Month-to-month,No,Credit card (automatic),19.75,208.25,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
7340,2014-03-01,,Two year,Yes,Credit card (automatic),25.95,1801.9,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,Yes,0
7342,2016-05-01,,Month-to-month,Yes,Electronic check,70.05,3062.45,DSL,Yes,No,No,Yes,No,Yes,Female,1,No,No,Yes,0
7344,2014-04-01,,Two year,No,Mailed check,24.05,1764.75,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,Yes,0
7346,2018-04-01,,Month-to-month,Yes,Electronic check,84.75,1816.75,Fiber optic,No,No,No,No,No,Yes,Female,0,No,Yes,Yes,0
7348,2015-10-01,,Two year,No,Mailed check,23.05,1255.1,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,Yes,0
7350,2015-04-01,2019-11-01,One year,Yes,Electronic check,104.15,5743.05,Fiber optic,No,No,Yes,Yes,Yes,Yes,Male,0,Yes,No,Yes,1
7352,2014-09-01,,Two year,No,Credit card (automatic),59.95,3921.1,DSL,Yes,No,Yes,Yes,Yes,Yes,Female,0,No,No,No,0
7354,2014-02-01,,Two year,No,Bank transfer (automatic),19.55,1463.45,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
7356,2019-04-01,,One year,No,Bank transfer (automatic),19.6,189.45,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,No,0
7358,2019-07-01,,One year,No,Mailed check,20.05,96.8,Fiber optic,No,No,No,No,No,No,Female,0,No,Yes,No,0
7360,2019-09-01,,Month-to-month,Yes,Electronic check,85.55,408.5,Fiber optic,No,Yes,No,No,No,Yes,Male,1,No,No,No,0
7362,2018-02-01,,Two year,No,Credit card (automatic),78.6,1846.65,DSL,Yes,No,Yes,No,Yes,Yes,Female,0,Yes,Yes,Yes,0
7364,2014-02-01,,Two year,Yes,Credit card (automatic),116.8,8456.75,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0
7366,2018-05-01,,Month-to-month,Yes,Mailed check,43.55,1011.5,DSL,Yes,No,No,Yes,Yes,No,Male,0,No,No,No,0
7368,2014-05-01,,One year,Yes,Credit card (automatic),60.8,4263.4,DSL,No,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,No,No,0
7370,2016-06-01,,Month-to-month,Yes,Bank transfer (automatic),54.9,2549.1,DSL,No,Yes,No,Yes,No,No,Male,0,Yes,Yes,No,0
7372,2015-01-01,,One year,Yes,Electronic check,65.2,3965.05,DSL,No,No,Yes,No,Yes,No,Female,1,Yes,Yes,Yes,0
7374,2017-11-01,2019-11-01,Month-to-month,Yes,Credit card (automatic),102.95,2496.7,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,1,No,No,Yes,1
7376,2019-12-01,2020-01-01,Month-to-month,No,Electronic check,90.6,90.6,Fiber optic,No,No,No,No,Yes,Yes,Female,0,No,No,No,1
7378,2019-06-01,2019-12-01,Month-to-month,Yes,Bank transfer (automatic),50.8,288.05,DSL,No,No,No,Yes,No,No,Female,0,No,No,No,1
7380,2019-07-01,2019-11-01,Month-to-month,Yes,Electronic check,90.05,368.1,Fiber optic,No,Yes,No,No,No,Yes,Male,0,No,No,Yes,1
7382,2014-02-01,,Two year,Yes,Electronic check,108.2,7840.6,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,No,Yes,0
7384,2014-02-01,,Two year,No,Bank transfer (automatic),92.0,6632.75,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,No,No,Yes,0
7386,2018-12-01,,Month-to-month,Yes,Electronic check,75.1,1013.35,Fiber optic,No,No,No,No,No,No,Male,1,Yes,No,Yes,0
7388,2019-07-01,,Month-to-month,Yes,Bank transfer (automatic),25.05,152.95,Fiber optic,No,No,No,No,No,No,Male,0,No,No,Yes,0
7390,2016-02-01,,One year,No,Electronic check,75.15,3772.65,Fiber optic,No,Yes,No,No,No,No,Female,0,No,No,No,0
7392,2015-07-01,,One year,No,Mailed check,19.5,1026.35,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
7394,2020-01-01,,Month-to-month,No,Credit card (automatic),19.3,19.3,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
7396,2016-05-01,,One year,No,Credit card (automatic),112.2,5031.85,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,No,No,No,0
7398,2019-11-01,,Month-to-month,Yes,Mailed check,70.3,220.4,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
7400,2014-03-01,,Two year,No,Mailed check,19.6,1416.5,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,No,0
7402,2019-06-01,,Month-to-month,No,Mailed check,20.25,158.35,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,No,0
7404,2019-09-01,2019-12-01,Month-to-month,Yes,Electronic check,75.85,256.6,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,Yes,1
7406,2014-05-01,,Two year,No,Bank transfer (automatic),80.65,5542.55,DSL,Yes,Yes,No,Yes,Yes,Yes,Male,0,Yes,Yes,No,0
7408,2019-10-01,2019-11-01,Month-to-month,Yes,Electronic check,68.5,68.5,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,1
7410,2014-02-01,,Two year,Yes,Credit card (automatic),115.75,8443.7,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,1,Yes,No,Yes,0
7412,2019-02-01,2020-01-01,Month-to-month,Yes,Electronic check,73.5,791.75,Fiber optic,Yes,No,No,No,No,No,Male,0,No,No,No,1
